item_name,ingredient_name,dosage_and_unit,pharmaceutical_form,packaging,packaging_qty,company,wholesale_price,sale_price,submitted_at
REVİT,RETINOL PALMITATE (VITAMIN A) + THIAMINE HCL + RIBOFLAVIN + ASCORBIC ACID,"2500 IU + (1 + 1 + 35)
mq",Draje,Flakon,100,"ALTAYVİTAMİNİ QSC, Rusiya",0.58,0.7,2016-11-29
REVMOKS,MELOXICAM,10 mq/ml,İnyeksiya üçün məhlul,"Ampul 1,5 ml",5,"FARMAK İSC, Ukrayna",3,3.6,2016-11-29
REVMOTAK,DICLOFENAC SODIUM,25 mq/ml,İnyeksiya üçün məhlul,Ampul 3 ml,5,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",2.27,2.72,2016-11-29
REVOLAD,ELTROMBOPAG,25 mq,Tablet,Blister,14,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",594.03,666.74,2016-11-29
REVOLAD,ELTROMBOPAG,25 mq,Tablet,Blister,14,"QLAKSO VELKOM SA, İspaniya",594.03,666.74,2016-11-29
REVOLAD,ELTROMBOPAG,25 mq,Tablet,Blister,28,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",594.03,666.74,2016-11-29
REVOLAD,ELTROMBOPAG,25 mq,Tablet,Blister,28,"QLAKSO VELKOM SA, İspaniya",594.03,666.74,2016-11-29
REVOLAD,ELTROMBOPAG,25 mq,Tablet,Blister,84,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",1799.68,2005.01,2016-11-29
REVOLAD,ELTROMBOPAG,25 mq,Tablet,Blister,84,"QLAKSO VELKOM SA, İspaniya",1799.68,2005.01,2016-11-29
REVOLAD,ELTROMBOPAG,50 mq,Tablet,Blister,14,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",1192.15,1330.66,2016-11-29
REVOLAD,ELTROMBOPAG,50 mq,Tablet,Blister,14,"QLAKSO VELKOM SA, İspaniya",1192.15,1330.66,2016-11-29
REVOLAD,ELTROMBOPAG,50 mq,Tablet,Blister,28,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",1192.15,1330.66,2016-11-29
REVOLAD,ELTROMBOPAG,50 mq,Tablet,Blister,28,"QLAKSO VELKOM SA, İspaniya",1192.15,1330.66,2016-11-29
REVOLAD,ELTROMBOPAG,50 mq,Tablet,Blister,84,"QLAKSO OPEREYŞNS UK LTD, Birləşmiş Krallıq",3594.04,3996.75,2016-11-29
REVOLAD,ELTROMBOPAG,50 mq,Tablet,Blister,84,"QLAKSO VELKOM SA, İspaniya",3594.04,3996.75,2016-11-29
REZALUT PRO,PHOSPHOLIPIDS,300 mq,Kapsul,Blister,30,"KATALENT GERMANİ EBERBAÇ GMBH / BERLİN-XEMİ AG, Almaniya",8.38,10.06,2016-11-29
REZİSTOL,PELARGONIUM SIDOIDES ROOTS,800 mq/q,Məhlul,Flakon 20 ml,1,"HALİÇFARM SC, Ukrayna",4.45,5.34,2017-05-24
REZİSTOL,PELARGONIUM SIDOIDES ROOTS,800 mq/q,Məhlul,Flakon 50 ml,1,"HALİÇFARM SC, Ukrayna",7.22,8.66,2017-05-24
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),375 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,1,"OKTAFARMA AB, İsveç",46.97,56.36,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),375 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,5,"OKTAFARMA AB, İsveç",218.3,249.68,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),375 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,10,"OKTAFARMA AB, İsveç",427.23,481.59,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),625 IU/ml,İnfuziya üçün məhlul,Ampul 1 ml,1,"OKTAFARMA AB, İsveç",39.33,47.2,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),625 IU/ml,İnfuziya üçün məhlul,Ampul 1 ml,5,"OKTAFARMA AB, İsveç",183.49,211.04,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),625 IU/ml,İnfuziya üçün məhlul,Ampul 1 ml,10,"OKTAFARMA AB, İsveç",357.58,404.28,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),625 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,1,"OKTAFARMA AB, İsveç",77.01,91.77,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),625 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,5,"OKTAFARMA AB, İsveç",357.58,404.28,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),625 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,10,"OKTAFARMA AB, İsveç",705.78,790.79,2016-11-29
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),750 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,1,"OKTAFARMA AB, İsveç",142.93,166.02,2018-10-06
REZONATİV,IMMUNOGLOBULIN (HUMAN ANTI D IMMUNOGLOBULIN),750 IU/ml,İnfuziya üçün məhlul,Ampul 2 ml,5,"OKTAFARMA AB, İsveç",677.07,758.92,2018-10-06
"REZORSİN VƏ SALİSİL
TURŞUSUNUN SPİRTDƏ 2%-Lİ
MREƏZHOLRUSLUİN VƏ SALİSİL",SALICYLIC ACID + RESORCINOL,(20 + 20) mq/ml,Məhlul,Flakon 25 ml,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",0.45,0.54,2016-11-29
TURŞUSUNUN SPİRTDƏ 2%-Lİ MƏHLULU,SALICYLIC ACID + RESORCINOL,(20 + 20) mq/ml,Məhlul,Flakon 40 ml,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",0.58,0.7,2016-11-29
RİAMAQ,MELDONIUM DIHYDRATE,250 mq,Kapsul,Blister,20,"OLAYNFARM SC, Latviya",3.99,4.79,2016-11-29
RİAMAQ,MELDONIUM DIHYDRATE,250 mq,Kapsul,Blister,40,"OLAYNFARM SC, Latviya",7.94,9.53,2016-11-29
RİAMAQ,MELDONIUM DIHYDRATE,250 mq,Kapsul,Blister,60,"OLAYNFARM SC, Latviya",11.82,14.18,2016-11-29
RİAMAQ,MELDONIUM DIHYDRATE,500 mq,Kapsul,Blister,30,"OLAYNFARM SC, Latviya",9.12,10.94,2016-11-29
RİAMAQ,MELDONIUM DIHYDRATE,500 mq,Kapsul,Blister,60,"OLAYNFARM SC, Latviya",17.04,20.45,2016-11-29
RİAMAQ,MELDONIUM DIHYDRATE,100 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"OLAYNFARM SC, Latviya",10.82,12.98,2016-11-29
RİASET,CETIRIZINE DIHYDROCHLORIDE,10 mq,Tablet,Blister,20,"FARKO FARMASYUTİKALS, Misir",2.4,2.88,2016-11-29
RİASET,CETIRIZINE DIHYDROCHLORIDE,1 mq/ml,Şərbət,Flakon 100 ml,1,"AMRİYA FARM İND, Misir",2.03,2.44,2016-11-29
RİBATRAN,CHYMOTRYPSINOGEN + RIBONUCLEASE + TRYPSIN,"(93,4 + 0,33 + 4,2) µk",Tablet,Blister,20,"AMOUN FARMASYUTİKALS KO, Misir",10.42,12.5,2018-05-18
RİBAVİRİN,RIBAVIRIN,200 mq,Kapsul,Blister,30,"OZON MMC, Rusiya",7.36,8.83,2016-11-29
RİBAVİRİN,RIBAVIRIN,200 mq,Kapsul,Blister,60,"OZON MMC, Rusiya",10.37,12.44,2016-11-29
RİBOKSİN,INOSINE,200 mq,Tablet,Blister,50,"OZON MMC, Rusiya",1.01,1.21,2016-11-29
RİBOKSİN,INOSINE,200 mq,Tablet,Blister,50,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",1.01,1.21,2016-11-29
RİBOKSİN,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"HALİÇFARM SC, Ukrayna",1.15,1.38,2016-11-29
RİBOKSİN,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"BİOSİNTEZ ASC, Rusiya",1.38,1.66,2018-07-31
RİBOKSİN,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,10,"HALİÇFARM SC, Ukrayna",1.96,2.35,2016-11-29
RİBOKSİN-BKƏM,INOSINE,200 mq,Tablet,Blister,50,"EİM BORŞAQOVSKİY KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",1.01,1.21,2016-11-29
RİBOKSİN-DARNİTSA,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,5,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.7,0.84,2016-11-29
RİBOKSİN-DARNİTSA,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",1.15,1.38,2016-11-29
RİBOKSİN-DARNİTSA,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,5,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",1,1.2,2016-11-29
RİBOKSİN-DARNİTSA,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",1.96,2.35,2016-11-29
RİBOKSİN-NELSON,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"ŞANDONG ŞENGLU FARMASYUTİKAL KO LTD, Çin",1.38,1.66,2016-11-29
RİBOKSİN-NELSON,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,10,"ŞANDONG ŞENGLU FARMASYUTİKAL KO LTD, Çin",1.96,2.35,2016-11-29
RİBOMUNİL,RIBOSOMES + PROTEOGLYCANS,(250 + 375) mkq,Tablet,Blister,12,"PYER FABRE MEDİKAMENT PRODAKŞN, Fransa",15.62,18.74,2016-11-29
RİBOMUNİL,RIBOSOMES + PROTEOGLYCANS,(750 + 1125) mkq,Tablet,Blister,4,"PYER FABRE MEDİKAMENT PRODAKŞN, Fransa",13.9,16.68,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,1,"ONKOTEK FARMA PRODAKŞN GMBH / TEMMLER VERKE GMBH / HAUPT FARMA VOLFRATŞAUSEN GMBH, Almaniya",205.5,235.47,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,1,"LABORATORİES TİSSEN SA, Belçika",205.5,235.47,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,5,"ONKOTEK FARMA PRODAKŞN GMBH / TEMMLER VERKE GMBH / HAUPT FARMA VOLFRATŞAUSEN GMBH, Almaniya",780.54,873.77,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,5,"LABORATORİES TİSSEN SA, Belçika",780.54,873.77,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,10,"ONKOTEK FARMA PRODAKŞN GMBH / TEMMLER VERKE GMBH / HAUPT FARMA VOLFRATŞAUSEN GMBH, Almaniya",1551.69,1729.75,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,10,"LABORATORİES TİSSEN SA, Belçika",1551.69,1729.75,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,20,"ONKOTEK FARMA PRODAKŞN GMBH / TEMMLER VERKE GMBH / HAUPT FARMA VOLFRATŞAUSEN GMBH, Almaniya",3093.99,3441.7,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,25 mq,İnfuziya məhlulu üçün toz,Flakon,20,"LABORATORİES TİSSEN SA, Belçika",3093.99,3441.7,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,100 mq,İnfuziya məhlulu üçün toz,Flakon,1,"ONKOTEK FARMA PRODAKŞN GMBH / TEMMLER VERKE GMBH / HAUPT FARMA VOLFRATŞAUSEN GMBH, Almaniya",744.8,834.1,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,100 mq,İnfuziya məhlulu üçün toz,Flakon,1,"LABORATORİES TİSSEN SA, Belçika",744.8,834.1,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,100 mq,İnfuziya məhlulu üçün toz,Flakon,5,"ONKOTEK FARMA PRODAKŞN GMBH / TEMMLER VERKE GMBH / HAUPT FARMA VOLFRATŞAUSEN GMBH, Almaniya",3096.02,3443.95,2016-11-29
RİBOMUSTİN,BENDAMUSTINE,100 mq,İnfuziya məhlulu üçün toz,Flakon,5,"LABORATORİES TİSSEN SA, Belçika",3096.02,3443.95,2016-11-29
RİBROKS,TOBRAMYCIN,3 mq/ml,Damcı,Flakon 5 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",3.32,3.98,2016-11-29
RİDAKTON,SPIRONOLACTONE,25 mq,Tablet,Blister,30,"İLKO İLAÇ SAN VE TİC AŞ, Türkiyə",5.05,6.06,2016-11-29
RİDAKTON,SPIRONOLACTONE,50 mq,Tablet,Blister,30,"İLKO İLAÇ SAN VE TİC AŞ, Türkiyə",7.18,8.62,2016-11-29
RİDAKTON,SPIRONOLACTONE,100 mq,Tablet,Blister,30,"İLKO İLAÇ SAN VE TİC AŞ, Türkiyə",12.13,14.56,2016-11-29
RİDUTOKS,GLUTATHIONE SODIUM,600 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 4 ml,10,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",39.77,47.72,2016-11-29
RİFAMPİSİN,RIFAMPICIN,150 mq,Kapsul,Blister,500,"MAKLEODS FARMASYUTİKALS LTD, Hindistan",21.56,25.87,2018-05-18
RİFAMPİSİN,RIFAMPICIN,150 mq,Kapsul,Blister,1000,"MAKLEODS FARMASYUTİKALS LTD, Hindistan",42.41,50.89,2018-05-18
RİFAMPİSİN,RIFAMPICIN,150 mq,Tablet,Blister,100,"SVİZERA LABS PVT LTD, Hindistan",4.4,5.28,2016-11-29
RİFAMPİSİN,RIFAMPICIN,150 mq,Tablet,Blister,672,"SVİZERA LABS PVT LTD, Hindistan",28.87,34.64,2016-11-29
RİFAMPİSİN,RIFAMPICIN,150 mq,Tablet,Blister,1000,"SVİZERA LABS PVT LTD, Hindistan",47.92,57.5,2018-05-18
RİFAMPİSİN,RIFAMPICIN,300 mq,Tablet,Blister,100,"SVİZERA LABS PVT LTD, Hindistan",6.73,8.08,2016-11-29
RİFAMPİSİN,RIFAMPICIN,300 mq,Tablet,Blister,672,"SVİZERA LABS PVT LTD, Hindistan",43.66,52.39,2016-11-29
RİFAMPİSİN,RIFAMPICIN,300 mq,Tablet,Blister,1000,"SVİZERA LABS PVT LTD, Hindistan",64.41,77.29,2016-11-29
RİFAMPİSİN-BELMED,RIFAMPICIN,150 mq,Kapsul,Blister,20,"BELMEDPREPARATI RUM, Belarus",0.65,0.78,2016-11-29
RİFAMPİSİN-BELMED,RIFAMPICIN,150 mq,Kapsul,Blister,1500,"BELMEDPREPARATI RUM, Belarus",39.7,47.64,2016-11-29
RİFAMPİSİN-BELMED,RIFAMPICIN,150 mq,İnyeksiya məhlulu üçün toz,Ampul,10,"BELMEDPREPARATI RUM, Belarus",16.78,20.14,2016-11-29
RİFAMPİSİN-BELMED,RIFAMPICIN,150 mq,İnyeksiya məhlulu üçün toz,Flakon,40,"BELMEDPREPARATI RUM, Belarus",65.25,78.3,2016-11-29
RİFONAT,RIFAMYCIN,30 mq/ml,İnfuziya məhlulu üçün konsentrat,Flakon 5 ml,1,"YURİYA-FARM MMC, Ukrayna",1.68,2.02,2016-11-29
RİFONAT,RIFAMYCIN,30 mq/ml,İnfuziya məhlulu üçün konsentrat,Flakon 15 ml,1,"YURİYA-FARM MMC, Ukrayna",3.88,4.66,2016-11-29
RİFONAT,RIFAMYCIN,30 mq/ml,İnfuziya məhlulu üçün konsentrat,Flakon 20 ml,1,"YURİYA-FARM MMC, Ukrayna",5.16,6.19,2016-11-29
RİGEVİDON,ETHINYLESTRADIOL + LEVONORGESTREL,"(0,03 + 0,15) mq",Tablet,Blister,21,"GEDEON RİXTER PLC, Macarıstan",3.91,4.69,2016-11-29
RİGEVİDON,ETHINYLESTRADIOL + LEVONORGESTREL,"(0,03 + 0,15) mq",Tablet,Blister,63,"GEDEON RİXTER PLC, Macarıstan",11.71,14.05,2016-11-29
RİKALİMOR,ADEMETIONINE,80 mq/ml,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici 5 ml,5,"LİZAFARMA SPA, İtaliya",41.58,49.9,2016-11-29
RİKEDOL,KETOROLAC TROMETHAMINE,30 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,3,"DOPPEL FARMASYUTİÇİ SRL, İtaliya",4.05,4.86,2016-11-29
RİLAKSA,OLANZAPINE,5 mq,Tablet,Blister,28,"ADAMED KO MMC, Polşa",14.75,17.7,2016-11-29
RİLAKSA,OLANZAPINE,5 mq,Tablet,Blister,56,"ADAMED KO MMC, Polşa",29.27,35.12,2016-11-29
RİLAKSA,OLANZAPINE,10 mq,Tablet,Blister,28,"ADAMED KO MMC, Polşa",28.6,34.32,2016-11-29
RİLAKSA,OLANZAPINE,10 mq,Tablet,Blister,56,"ADAMED KO MMC, Polşa",51.46,61.75,2016-11-29
RİLEPTİD,RISPERIDONE,1 mq,Tablet,Blister,10,"EGİS FARMASYUTİKALS PLC, Macarıstan",2.25,2.7,2016-11-29
RİLEPTİD,RISPERIDONE,1 mq,Tablet,Blister,20,"EGİS FARMASYUTİKALS PLC, Macarıstan",4.39,5.27,2016-11-29
RİLEPTİD,RISPERIDONE,1 mq,Tablet,Blister,60,"EGİS FARMASYUTİKALS PLC, Macarıstan",8.95,10.74,2016-11-29
RİLEPTİD,RISPERIDONE,2 mq,Tablet,Blister,10,"EGİS FARMASYUTİKALS PLC, Macarıstan",4.14,4.97,2016-11-29
RİLEPTİD,RISPERIDONE,2 mq,Tablet,Blister,20,"EGİS FARMASYUTİKALS PLC, Macarıstan",8.26,9.91,2016-11-29
RİLEPTİD,RISPERIDONE,2 mq,Tablet,Blister,60,"EGİS FARMASYUTİKALS PLC, Macarıstan",18.03,21.64,2016-11-29
RİLEPTİD,RISPERIDONE,3 mq,Tablet,Blister,10,"EGİS FARMASYUTİKALS PLC, Macarıstan",6.11,7.33,2016-11-29
RİLEPTİD,RISPERIDONE,3 mq,Tablet,Blister,20,"EGİS FARMASYUTİKALS PLC, Macarıstan",11,13.2,2016-11-29
RİLEPTİD,RISPERIDONE,3 mq,Tablet,Blister,60,"EGİS FARMASYUTİKALS PLC, Macarıstan",20.33,24.4,2016-11-29
RİLEPTİD,RISPERIDONE,4 mq,Tablet,Blister,10,"EGİS FARMASYUTİKALS PLC, Macarıstan",7.53,9.04,2016-11-29
RİLEPTİD,RISPERIDONE,4 mq,Tablet,Blister,20,"EGİS FARMASYUTİKALS PLC, Macarıstan",14.97,17.96,2016-11-29
RİLEPTİD,RISPERIDONE,4 mq,Tablet,Blister,60,"EGİS FARMASYUTİKALS PLC, Macarıstan",37.01,44.41,2016-11-29
RİLEYS PLUS-SANOVEL,LISINOPRIL + HYDROCHLOROTHIAZIDE,"(20 + 12,5) mq",Tablet,Blister,28,"SANOVEL İLAÇ SAN VE TİC AŞ, Türkiyə",7.06,8.47,2016-11-29
RİLEYS-SANOVEL,LISINOPRIL,5 mq,Tablet,Blister,28,"SANOVEL İLAÇ SAN VE TİC AŞ, Türkiyə",2.72,3.26,2016-11-29
RİLEYS-SANOVEL,LISINOPRIL,10 mq,Tablet,Blister,28,"SANOVEL İLAÇ SAN VE TİC AŞ, Türkiyə",4.16,4.99,2016-11-29
RİLEYS-SANOVEL,LISINOPRIL,20 mq,Tablet,Blister,28,"SANOVEL İLAÇ SAN VE TİC AŞ, Türkiyə",6.89,8.27,2016-11-29
RİMANTADİN,RIMANTADINE,50 mq,Tablet,Blister / Flakon,20,"BİOSİNTEZ ASC, Rusiya",1.91,2.29,2016-11-29
RİMEKOR,TRIMETAZIDINE,20 mq,Tablet,Blister,30,"MAKİZ-FARMA MMC / HEMOFARM MMC, Rusiya",3.07,3.68,2016-11-29
RİMİSİN,DOXYCYCLINE,100 mq,Tablet,Blister,10,"REMEDİKA LTD, Kipr",5.12,6.14,2016-11-29
RİMONAL,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,1,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",8.56,10.27,2016-11-29
RİMOSOPT,BRIMONIDINE TARTRATE + TIMOLOL MALEATE,(2 + 5) mq/ml,Damcı,Flakon 5 ml,1,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",17.03,20.44,2017-12-09
RİNGER,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,33)
mq/ml",İnfuziya üçün məhlul,Flakon 400 ml,15,"BİOXİMİK ASC, Rusiya",19.27,23.12,2016-11-29
RİNGER LAKTAT MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE + SODIUM LACTATE,"(6 + 0,4 + 0,4 + 3,2)
mq/ml",İnfuziya üçün məhlul,Flakon 200 ml,1,"YURİYA-FARM MMC, Ukrayna",1.44,1.73,2016-11-29
RİNGER LAKTAT MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE + SODIUM LACTATE,"(6 + 0,4 + 0,4 + 3,2)
mq/ml",İnfuziya üçün məhlul,Flakon 400 ml,1,"YURİYA-FARM MMC, Ukrayna",1.61,1.93,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,33)
mq/ml",İnfuziya üçün məhlul,Flakon 500 ml,1,"HEMOFARM AD, Serbiya",1.38,1.66,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,48)
mq/ml",İnfuziya üçün məhlul,Flakon 200 ml,1,"NİKO MMC, Ukrayna",1.01,1.21,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,48)
mq/ml",İnfuziya üçün məhlul,Flakon 200 ml,1,"İNFUZİYA QSC, Ukrayna",1.01,1.21,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,48)
mq/ml",İnfuziya üçün məhlul,Flakon 250 ml,1,"NİKO MMC, Ukrayna",1.21,1.45,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,48)
mq/ml",İnfuziya üçün məhlul,Flakon 400 ml,1,"NİKO MMC, Ukrayna",1.21,1.45,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,48)
mq/ml",İnfuziya üçün məhlul,Flakon 400 ml,1,"İNFUZİYA QSC, Ukrayna",1.21,1.45,2016-11-29
RİNGER MƏHLULU,SODIUM CHLORIDE + POTASSIUM CHLORIDE + CALCIUM CHLORIDE,"(8,6 + 0,3 + 0,48)
mq/ml",İnfuziya üçün məhlul,Flakon 500 ml,1,"NİKO MMC, Ukrayna",1.51,1.81,2016-11-29
RİNOFLUİMUSİL,ACETYLCYSTEINE + TUAMINOHEPTANE SULFATE,(1000 + 500) mq,Burun üçün sprey,Flakon 10 ml,1,"ZAMBON SPA, İtaliya",8.03,9.64,2016-11-29
RİNOMARİS,XYLOMETAZOLINE HCL,"0,5 mq/ml",Sprey,Flakon 10 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",1.78,2.14,2016-11-29
RİNOMARİS,XYLOMETAZOLINE HCL,1 mq/ml,Sprey,Flakon 10 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",2.07,2.48,2016-11-29
RİNOMARİS,XYLOMETAZOLINE HCL,1 mq/ml,Sprey,Flakon 15 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",4.38,5.26,2017-07-15
RİNORUS,XYLOMETAZOLINE HCL,"0,5 mq/ml",Sprey,Flakon 10 ml,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",1.62,1.94,2016-11-29
RİNORUS,XYLOMETAZOLINE HCL,"0,5 mq/ml",Sprey,Flakon 20 ml,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",3.22,3.86,2016-11-29
RİNORUS,XYLOMETAZOLINE HCL,1 mq/ml,Sprey,Flakon 10 ml,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",1.89,2.27,2016-11-29
RİNORUS,XYLOMETAZOLINE HCL,1 mq/ml,Sprey,Flakon 20 ml,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",3.75,4.5,2016-11-29
RİNOSİL-RN,PHENYLEPHRINE + DIMETINDENE,"(0,25 + 2,5) mq/ml",Damcı,Flakon 15 ml,1,"RUBİKON MMC, Belarus",3.67,4.4,2018-07-31
RİNOSPREY,OXYMETAZOLINE HCL,"0,25 mq/ml",Sprey,Flakon 10 ml,1,"FLUMED-FARM MMC, Moldova",2.17,2.6,2016-11-29
RİNOSPREY,OXYMETAZOLINE HCL,"0,5 mq/ml",Sprey,Flakon 10 ml,1,"FLUMED-FARM MMC, Moldova",2.17,2.6,2016-11-29
RİNOZİN,INOSINE,20 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",1.38,1.66,2016-11-29
RİNZA,CAFFEINE + CHLORPHENIRAMINE MALEATE + PARACETAMOL + PHENYLEPHRINE HCL,(30 + 2 + 500 + 10) mq,Tablet,Blister,10,"YUNİK FARMASYUTİKAL LABORATORİES, Hindistan",2.49,2.99,2016-11-29
RİNZASİP,CAFFEINE + PARACETAMOL + PHENYLEPHRINE + PHENIRAMINE,"(30 + 750 + 10 + 20)
mq",Məhlul hazırlamaq üçün toz,Paket 5 q,5,"YUNİK FARMASYUTİKAL LABORATORİES, Hindistan",3.5,4.2,2016-11-29
RİNZASİP,CAFFEINE + PARACETAMOL + PHENYLEPHRINE + PHENIRAMINE,"(30 + 750 + 10 + 20)
mq",Məhlul hazırlamaq üçün toz,Paket 5 q,10,"YUNİK FARMASYUTİKAL LABORATORİES, Hindistan",6.98,8.38,2016-11-29
